tier,name,hability_1,hability_2,hidden_hability,HP,Atk,Def,SpA,SpD,Spe,BST
(PU),Lilligant,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480
Illegal,Lilligant-Hisui,Chlorophyll,Hustle,Leaf Guard,70,105,75,50,75,105,480
(PU),Basculin,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460
(PU),Basculin-Blue-Striped,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,460
Illegal,Basculin-White-Striped,Rattled,Adaptability,Mold Breaker,70,92,65,80,55,98,460
LC,Sandile,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292
NFE,Krokorok,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351
UU,Krookodile,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519
LC,Darumaka,Hustle,Inner Focus,,70,90,45,15,45,50,315
LC,Darumaka-Galar,Hustle,Inner Focus,,70,90,45,15,45,50,315
UU,Darmanitan,Sheer Force,Zen Mode,,105,140,55,30,55,95,480
UU,Darmanitan-Zen,Zen Mode,,,105,30,105,140,105,55,540
Uber,Darmanitan-Galar,Gorilla Tactics,Zen Mode,,105,140,55,30,55,95,480
Uber,Darmanitan-Galar-Zen,Zen Mode,,,105,160,55,30,55,135,540
(PU),Maractus,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461
LC,Dwebble,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325
(PU),Crustle,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485
NFE,Scraggy,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348
PU,Scrafty,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488
NUBL,Sigilyph,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,490
LC,Yamask,Mummy,,,38,30,85,55,65,30,303
LC,Yamask-Galar,Wandering Spirit,,,38,55,85,30,65,30,303
PU,Cofagrigus,Mummy,,,58,50,145,95,105,30,483
LC,Tirtouga,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355
(PU),Carracosta,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495
LC,Archen,Defeatist,,,55,112,45,74,45,70,401
PU,Archeops,Defeatist,,,75,140,65,112,65,110,567
LC,Trubbish,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329
PU,Garbodor,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474
AG,Garbodor-Gmax,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474
LC,Zorua,Illusion,,,40,65,40,80,40,65,330
Illegal,Zorua-Hisui,Illusion,,,35,60,40,85,40,70,330
NU,Zoroark,Illusion,,,60,105,60,120,60,105,510
Illegal,Zoroark-Hisui,Illusion,,,55,100,60,125,60,110,510
LC,Minccino,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,300
PU,Cinccino,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,470
NFE,Gothita,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,290
NFE,Gothorita,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,390
(PU),Gothitelle,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,490
LC,Solosis,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,290
NFE,Duosion,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,370
RU,Reuniclus,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,490
Illegal,Ducklett,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,305
Illegal,Swanna,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,473
LC,Vanillite,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,305
NFE,Vanillish,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,395
(PU),Vanilluxe,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,535
Illegal,Deerling,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335
Illegal,Sawsbuck,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475
(PU),Emolga,Static,Motor Drive,,55,75,60,75,60,103,428
LC,Karrablast,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,315
NU,Escavalier,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,495
LC,Foongus,Effect Spore,Regenerator,,69,55,45,55,55,15,294
UU,Amoonguss,Effect Spore,Regenerator,,114,85,70,85,80,30,464
LC,Frillish,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335
PU,Jellicent,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480
Illegal,Alomomola,Healer,Hydration,Regenerator,165,75,80,40,45,65,470
LC,Joltik,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,319
PU,Galvantula,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,472
PU,Ferroseed,Iron Barbs,,,44,50,91,24,86,10,305
OU,Ferrothorn,Iron Barbs,Anticipation,,74,94,131,54,116,20,489
LC,Klink,Plus,Minus,Clear Body,40,55,70,45,60,30,300
NFE,Klang,Plus,Minus,Clear Body,60,80,95,70,85,50,440
(PU),Klinklang,Plus,Minus,Clear Body,60,100,115,70,85,90,520
Illegal,Tynamo,Levitate,,,35,55,40,45,40,60,275
Illegal,Eelektrik,Levitate,,,65,85,70,75,70,40,405
Illegal,Eelektross,Levitate,,,85,115,80,105,80,50,515
LC,Elgyem,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335
(PU),Beheeyem,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485
LC,Litwick,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,275
NFE,Lampent,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,370
RU,Chandelure,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,520
LC,Axew,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,320
NFE,Fraxure,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,410
RUBL,Haxorus,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,540
LC,Cubchoo,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,305
(PU),Beartic,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,505
(PU),Cryogonal,Levitate,,,80,50,50,95,135,105,515
LC,Shelmet,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,305
(PU),Accelgor,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,495
(PU),Stunfisk,Static,Limber,Sand Veil,109,66,84,81,99,32,471
(PU),Stunfisk-Galar,Mimicry,,,109,81,99,66,84,32,471
LC,Mienfoo,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,350
UUBL,Mienshao,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,510
PU,Druddigon,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,485
LC,Golett,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,303
NU,Golurk,Iron Fist,Klutz,No Guard,89,124,80,55,80,55,483
LC,Pawniard,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,340
OU,Bisharp,Defiant,Inner Focus,Pressure,65,125,100,60,70,70,490
(PU),Bouffalant,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,490
NFE,Rufflet,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,350
NU,Braviary,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,510
Illegal,Braviary-Hisui,Keen Eye,Sheer Force,Defiant,110,83,70,112,70,65,510
NFE,Vullaby,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,370
UU,Mandibuzz,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,510
(PU),Heatmor,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,484
RUBL,Durant,Swarm,Hustle,Truant,58,109,112,48,48,109,484
LC,Deino,Hustle,,,52,65,50,45,50,38,300
NFE,Zweilous,Hustle,,,72,85,70,65,70,58,420
UU,Hydreigon,Levitate,,,92,105,90,125,90,98,600
LC,Larvesta,Flame Body,Swarm,,55,85,55,50,55,60,360
OU,Volcarona,Flame Body,Swarm,,85,60,65,135,105,100,550
UU,Cobalion,Justified,,,91,90,129,90,72,108,580
UUBL,Terrakion,Justified,,,91,129,90,72,90,108,580
PUBL,Virizion,Justified,,,91,90,72,90,129,108,580
NUBL,Tornadus,Prankster,Defiant,,79,115,70,125,80,111,580
OU,Tornadus-Therian,Regenerator,,,79,100,80,110,90,121,580
UUBL,Thundurus,Prankster,Defiant,,79,115,70,125,80,111,580
UU,Thundurus-Therian,Volt Absorb,,,79,105,70,145,80,101,580
Uber,Reshiram,Turboblaze,,,100,120,100,150,120,90,680
Uber,Zekrom,Teravolt,,,100,150,120,120,100,90,680
Uber,Landorus,Sand Force,Sheer Force,,89,125,90,115,80,101,600
OU,Landorus-Therian,Intimidate,,,89,145,90,105,80,91,600
Uber,Kyurem,Pressure,,,125,130,90,130,90,95,660
Uber,Kyurem-Black,Teravolt,,,125,170,100,120,90,95,700
Uber,Kyurem-White,Turboblaze,,,125,120,90,170,100,95,700
UU,Keldeo,Justified,,,91,72,90,129,90,108,580
UU,Keldeo-Resolute,Justified,,,91,72,90,129,90,108,580
Illegal,Meloetta,Serene Grace,,,100,77,77,128,128,90,600
Illegal,Meloetta-Pirouette,Serene Grace,,,100,128,90,77,77,128,600
Uber,Genesect,Download,,,71,120,95,120,95,99,600
Uber,Genesect-Douse,Download,,,71,120,95,120,95,99,600
Uber,Genesect-Shock,Download,,,71,120,95,120,95,99,600
Uber,Genesect-Burn,Download,,,71,120,95,120,95,99,600
Uber,Genesect-Chill,Download,,,71,120,95,120,95,99,600
Illegal,Chespin,Overgrow,Bulletproof,,56,61,65,48,45,38,313
Illegal,Quilladin,Overgrow,Bulletproof,,61,78,95,56,58,57,405
Illegal,Chesnaught,Overgrow,Bulletproof,,88,107,122,74,75,64,530
Illegal,Fennekin,Blaze,Magician,,40,45,40,62,60,60,307
Illegal,Braixen,Blaze,Magician,,59,59,58,90,70,73,409
Illegal,Delphox,Blaze,Magician,,75,69,72,114,100,104,534
Illegal,Froakie,Torrent,Protean,,41,56,40,62,44,71,314
Illegal,Frogadier,Torrent,Protean,,54,63,52,83,56,97,405
Illegal,Greninja,Torrent,Protean(Battle Bond),,72,95,67,103,71,122,530
Illegal,Greninja-Ash,Battle Bond,,,72,145,67,153,71,132,640
LC,Bunnelby,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,237
RUBL,Diggersby,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,423
LC,Fletchling,Big Pecks,Gale Wings,,45,50,43,40,38,62,278
NFE,Fletchinder,Flame Body,Gale Wings,,62,73,55,56,52,84,382
NU,Talonflame,Flame Body,Gale Wings,,78,81,71,74,69,126,499
Illegal,Scatterbug,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,200
Illegal,Spewpa,Shed Skin,Friend Guard,,45,22,60,27,30,29,213
Illegal,Vivillon,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411
Illegal,Vivillon-Fancy,Shield Dust,Compound Eyes,,80,52,50,90,50,89,411
Illegal,Vivillon-Pokeball,Shield Dust,Compound Eyes,,80,52,50,90,50,89,411
Illegal,Litleo,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,369
Illegal,Pyroar,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507
Illegal,Flabébé,Flower Veil,Symbiosis,,44,38,39,61,79,42,303
Illegal,Floette,Flower Veil,Symbiosis,,54,45,47,75,98,52,371
Illegal,Floette-Eternal,Flower Veil,,,74,65,67,125,128,92,551
Illegal,Florges,Flower Veil,Symbiosis,,78,65,68,112,154,75,552
Illegal,Skiddo,Sap Sipper,Grass Pelt,,66,65,48,62,57,52,350
Illegal,Gogoat,Sap Sipper,Grass Pelt,,123,100,62,97,81,68,531
LC,Pancham,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,348
NUBL,Pangoro,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,495
Illegal,Furfrou,Fur Coat,,,75,80,60,65,90,102,472
LC,Espurr,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,355
(PU),Meowstic,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,466
(PU),Meowstic-F,Keen Eye,Infiltrator,Competitive,74,48,76,83,81,104,466
LC,Honedge,No Guard,,,45,80,100,35,37,28,325
NU,Doublade,No Guard,,,59,110,150,45,49,35,448
UUBL,Aegislash,Stance Change,,,60,50,140,50,140,60,500
UUBL,Aegislash-Blade,Stance Change,,,60,140,50,140,50,60,500
LC,Spritzee,Healer,Aroma Veil,,78,52,60,63,65,23,341
PU,Aromatisse,Healer,Aroma Veil,,101,72,72,99,89,29,462
NFE,Swirlix,Sweet Veil,Unburden,,62,48,66,59,57,49,341
NUBL,Slurpuff,Sweet Veil,Unburden,,82,80,86,85,75,72,480
LC,Inkay,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,288
(PU),Malamar,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,482
LC,Binacle,Tough Claws,Sniper,Pickpocket,42,52,67,39,56,50,306
NUBL,Barbaracle,Tough Claws,Sniper,Pickpocket,72,105,115,54,86,68,500
LC,Skrelp,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,320
NUBL,Dragalge,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,494
LC,Clauncher,Mega Launcher,,,50,53,62,58,63,44,330
PUBL,Clawitzer,Mega Launcher,,,71,73,88,120,89,59,500
LC,Helioptile,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,289
NU,Heliolisk,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,481
LC,Tyrunt,Strong Jaw,Sturdy,,58,89,77,45,45,48,362
NU,Tyrantrum,Strong Jaw,Rock Head,,82,121,119,69,59,71,521
LC,Amaura,Refrigerate,Snow Warning,,77,59,50,67,63,46,362
(PU),Aurorus,Refrigerate,Snow Warning,,123,77,72,99,92,58,521
NU,Sylveon,Cute Charm,Pixilate,,95,65,65,110,130,60,525
UUBL,Hawlucha,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,500
(PU),Dedenne,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,431
(PU),Carbink,Clear Body,Sturdy,,50,50,150,50,150,50,500
LC,Goomy,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,300
NFE,Sliggoo,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,452
Illegal,Sliggoo-Hisui,Sap Sipper,Overcoat,Gooey,58,75,83,83,113,40,452
NUBL,Goodra,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,600
Illegal,Goodra-Hisui,Sap Sipper,Overcoat,Gooey,80,100,100,110,150,60,600
RU,Klefki,Prankster,Magician,,57,80,91,80,87,75,470
LC,Phantump,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,309
(PU),Trevenant,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,474
LC,Pumpkaboo,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335
LC,Pumpkaboo-Small,Pickup,Frisk,Insomnia,44,66,70,44,55,56,335
LC,Pumpkaboo-Large,Pickup,Frisk,Insomnia,54,66,70,44,55,46,335
LC,Pumpkaboo-Super,Pickup,Frisk,Insomnia,59,66,70,44,55,41,335
(PU),Gourgeist,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494
(PU),Gourgeist-Small,Pickup,Frisk,Insomnia,55,85,122,58,75,99,494
(PU),Gourgeist-Large,Pickup,Frisk,Insomnia,75,95,122,58,75,69,494
(PU),Gourgeist-Super,Pickup,Frisk,Insomnia,85,100,122,58,75,54,494
LC,Bergmite,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,304
(PU),Avalugg,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,514
Illegal,Avalugg-Hisui,Strong Jaw,Ice Body,Sturdy,95,127,184,34,36,38,514
LC,Noibat,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245
RU,Noivern,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535
Uber,Xerneas,Fairy Aura,,,126,131,95,131,98,99,680
Illegal,Xerneas-Neutral,Fairy Aura,,,126,131,95,131,98,99,680
Uber,Yveltal,Dark Aura,,,126,131,95,131,98,99,680
Uber,Zygarde,Aura Break(Power Construct),,,108,100,121,81,95,95,600
UU,Zygarde-10%,Aura Break(Power Construct),,,54,100,71,61,85,115,486
Uber,Zygarde-Complete,Power Construct,,,216,100,121,91,95,85,708
NU,Diancie,Clear Body,,,50,100,150,100,150,50,600
Illegal,Diancie-Mega,Magic Bounce,,,50,160,110,160,110,110,700
Illegal,Hoopa,Magician,,,80,110,60,150,130,70,600
Illegal,Hoopa-Unbound,Magician,,,80,160,60,170,130,80,680
OU,Volcanion,Water Absorb,,,80,110,120,130,90,70,600
LC,Rowlet,Overgrow,Long Reach,,68,55,55,50,50,42,320
NFE,Dartrix,Overgrow,Long Reach,,78,75,75,70,70,52,420
NU,Decidueye,Overgrow,Long Reach,,78,107,75,100,100,70,530
Illegal,Decidueye-Hisui,Overgrow,Long Reach,,88,112,80,95,95,60,530
LC,Litten,Blaze,Intimidate,,45,65,40,60,40,70,320
NFE,Torracat,Blaze,Intimidate,,65,85,50,80,50,90,420
RU,Incineroar,Blaze,Intimidate,,95,115,90,80,90,60,530
LC,Popplio,Torrent,Liquid Voice,,50,54,54,66,56,40,320
NFE,Brionne,Torrent,Liquid Voice,,60,69,69,91,81,50,420
UU,Primarina,Torrent,Liquid Voice,,80,74,74,126,116,60,530
Illegal,Pikipek,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,265
Illegal,Trumbeak,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,355
Illegal,Toucannon,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,485
Illegal,Yungoos,Stakeout,Strong Jaw,Adaptability,48,70,30,30,30,45,253
Illegal,Gumshoos,Stakeout,Strong Jaw,Adaptability,88,110,60,55,60,45,418
Illegal,Gumshoos-Totem,Adaptability,,,88,110,60,55,60,45,418
LC,Grubbin,Swarm,,,47,62,45,55,45,46,300
NFE,Charjabug,Battery,,,57,82,95,55,75,36,400
(PU),Vikavolt,Levitate,,,77,70,90,145,75,43,500
Illegal,Vikavolt-Totem,Levitate,,,77,70,90,145,75,43,500
Illegal,Crabrawler,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,338
Illegal,Crabominable,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,478
Illegal,Oricorio,Dancer,,,75,70,70,98,70,93,476
Illegal,Oricorio-Pom-Pom,Dancer,,,75,70,70,98,70,93,476
Illegal,Oricorio-Pa'u,Dancer,,,75,70,70,98,70,93,476
Illegal,Oricorio-Sensu,Dancer,,,75,70,70,98,70,93,476
NFE,Cutiefly,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,304
PU,Ribombee,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,464
Illegal,Ribombee-Totem,Sweet Veil,,,60,55,60,95,70,124,464
LC,Rockruff,Keen Eye,Vital Spirit,Steadfast(Own Tempo),45,65,40,30,40,60,280
PU,Lycanroc,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112,487
(PU),Lycanroc-Midnight,Keen Eye,Vital Spirit,No Guard,85,115,75,55,75,82,487
UU,Lycanroc-Dusk,Tough Claws,,,75,117,65,55,65,110,487
PU,Wishiwashi,Schooling,,,45,20,20,25,25,40,175
PU,Wishiwashi-School,Schooling,,,45,140,130,140,135,30,620
LC,Mareanie,Merciless,Limber,Regenerator,50,53,62,43,52,45,305
OU,Toxapex,Merciless,Limber,Regenerator,50,63,152,53,142,35,495
LC,Mudbray,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45,385
NU,Mudsdale,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35,500
LC,Dewpider,Water Bubble,Water Absorb,,38,40,52,40,72,27,269
NU,Araquanid,Water Bubble,Water Absorb,,68,70,92,50,132,42,454
Illegal,Araquanid-Totem,Water Bubble,,,68,70,92,50,132,42,454
LC,Fomantis,Leaf Guard,Contrary,,40,55,35,50,35,35,250
(PU),Lurantis,Leaf Guard,Contrary,,70,105,90,80,90,45,480
Illegal,Lurantis-Totem,Leaf Guard,,,70,105,90,80,90,45,480
LC,Morelull,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15,285
(PU),Shiinotic,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30,405
LC,Salandit,Corrosion,Oblivious,,48,44,40,71,40,77,320
NU,Salazzle,Corrosion,Oblivious,,68,64,60,111,60,117,480
Illegal,Salazzle-Totem,Corrosion,,,68,64,60,111,60,117,480
LC,Stufful,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50,340
NUBL,Bewear,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,500
LC,Bounsweet,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32,210
NFE,Steenee,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62,290
NU,Tsareena,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72,510
PU,Comfey,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100,485
(PU),Oranguru,Inner Focus,Telepathy,Symbiosis,90,60,80,90,110,60,490
NU,Passimian,Receiver,Defiant,,100,120,90,40,60,80,490
LC,Wimpod,Wimp Out,,,25,35,40,20,30,80,230
RU,Golisopod,Emergency Exit,,,75,125,140,60,90,40,530
LC,Sandygast,Water Compaction,Sand Veil,,55,55,80,70,45,15,320
PU,Palossand,Water Compaction,Sand Veil,,85,75,110,100,75,35,480
(PU),Pyukumuku,Innards Out,Unaware,,55,60,130,30,130,5,410
NFE,Type: Null,Battle Armor,,,95,95,95,95,95,59,534
(PU),Silvally,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Bug,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Dark,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Dragon,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Electric,RKS System,,,95,95,95,95,95,95,570
PU,Silvally-Fairy,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Fighting,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Fire,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Flying,RKS System,,,95,95,95,95,95,95,570
PU,Silvally-Ghost,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Grass,RKS System,,,95,95,95,95,95,95,570
NU,Silvally-Ground,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Ice,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Poison,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Psychic,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Rock,RKS System,,,95,95,95,95,95,95,570
NU,Silvally-Steel,RKS System,,,95,95,95,95,95,95,570
(PU),Silvally-Water,RKS System,,,95,95,95,95,95,95,570
Illegal,Minior,Shields Down,,,60,100,60,100,60,120,500
Illegal,Minior-Meteor,Shields Down,,,60,60,100,60,100,60,440
Illegal,Komala,Comatose,,,65,115,65,75,95,65,480
(PU),Turtonator,Shell Armor,,,60,78,135,91,85,36,485
PU,Togedemaru,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96,435
Illegal,Togedemaru-Totem,Sturdy,,,65,98,63,40,73,96,435
RU,Mimikyu,Disguise,,,55,90,80,50,105,96,476
RU,Mimikyu-Busted,Disguise,,,55,90,80,50,105,96,476
Illegal,Mimikyu-Totem,Disguise,,,55,90,80,50,105,96,476
Illegal,Mimikyu-Busted-Totem,Disguise,,,55,90,80,50,105,96,476
Illegal,Bruxish,Dazzling,Strong Jaw,Wonder Skin,68,105,70,70,70,92,475
PUBL,Drampa,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36,485
NU,Dhelmise,Steelworker,,,70,131,100,86,90,40,517
LC,Jangmo-o,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,300
NFE,Hakamo-o,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,420
UUBL,Kommo-o,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,600
Illegal,Kommo-o-Totem,Overcoat,,,75,110,125,100,105,85,600
OU,Tapu Koko,Electric Surge,Telepathy,,70,115,85,95,75,130,570
OU,Tapu Lele,Psychic Surge,Telepathy,,70,85,75,130,115,95,570
UU,Tapu Bulu,Grassy Surge,Telepathy,,70,130,115,85,95,75,570
OU,Tapu Fini,Misty Surge,Telepathy,,70,75,115,95,130,85,570
LC,Cosmog,Unaware,,,43,29,31,29,31,37,200
NFE,Cosmoem,Sturdy,,,43,29,131,29,131,37,400
Uber,Solgaleo,Full Metal Body,,,137,137,107,113,89,97,680
Uber,Lunala,Shadow Shield,,,137,113,89,137,107,97,680
UU,Nihilego,Beast Boost,,,109,53,47,127,131,103,570
OU,Buzzwole,Beast Boost,,,107,139,139,53,53,79,570
Uber,Pheromosa,Beast Boost,,,71,137,37,137,37,151,570
RU,Xurkitree,Beast Boost,,,83,89,71,173,71,83,570
UU,Celesteela,Beast Boost,,,97,101,103,107,101,61,570
OU,Kartana,Beast Boost,,,59,181,131,59,31,109,570
NU,Guzzlord,Beast Boost,,,223,101,53,97,53,43,570
RUBL,Necrozma,Prism Armor,,,97,107,101,127,89,79,600
Uber,Necrozma-Dusk-Mane,Prism Armor,,,97,157,127,113,109,77,680
Uber,Necrozma-Dawn-Wings,Prism Armor,,,97,113,109,157,127,77,680
Illegal,Necrozma-Ultra,Neuroforce,,,97,167,97,167,97,129,754
Uber,Magearna,Soul-Heart,,,80,95,115,130,115,65,600
Uber,Magearna-Original,Soul-Heart,,,80,95,115,130,115,65,600
Uber,Marshadow,Technician,,,90,125,80,90,90,125,600
NFE,Poipole,Beast Boost,,,67,73,67,73,67,73,420
Uber,Naganadel,Beast Boost,,,73,73,73,127,73,121,540
NU,Stakataka,Beast Boost,,,61,131,211,53,101,13,570
OU,Blacephalon,Beast Boost,,,53,127,53,151,79,107,570
OU,Zeraora,Volt Absorb,,,88,112,75,102,80,143,600
(PU),Meltan,Magnet Pull,,,46,65,65,55,35,34,300
OU,Melmetal,Iron Fist,,,135,143,143,80,65,34,600
AG,Melmetal-Gmax,Iron Fist,,,135,143,143,80,65,34,600
LC,Grookey,Overgrow,Grassy Surge,,50,65,50,40,40,65,310
NFE,Thwackey,Overgrow,Grassy Surge,,70,85,70,55,60,80,420
OU,Rillaboom,Overgrow,Grassy Surge,,100,125,90,60,70,85,530
AG,Rillaboom-Gmax,Overgrow,Grassy Surge,,100,125,90,60,70,85,530
LC,Scorbunny,Blaze,Libero,,50,71,40,40,40,69,310
NFE,Raboot,Blaze,Libero,,65,86,60,55,60,94,420
Uber,Cinderace,Blaze,Libero,,80,116,75,65,75,119,530
AG,Cinderace-Gmax,Blaze,Libero,,80,116,75,65,75,119,530
LC,Sobble,Torrent,Sniper,,50,40,40,70,40,70,310
NFE,Drizzile,Torrent,Sniper,,65,60,55,95,55,90,420
NU,Inteleon,Torrent,Sniper,,70,85,65,125,65,120,530
AG,Inteleon-Gmax,Torrent,Sniper,,70,85,65,125,65,120,530
LC,Skwovet,Cheek Pouch,Gluttony,,70,55,55,35,35,25,275
(PU),Greedent,Cheek Pouch,Gluttony,,120,95,95,55,75,20,460
LC,Rookidee,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,245
NFE,Corvisquire,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,365
